ticker,date,company,industry,sector,exchange
RTEC,7/12/22,Rudolph Technologies Inc.,Computer Hardware,Technology,New York Stock Exchange
RTIX,7/12/22,RTI Surgical Inc.,Medical Devices,Healthcare,Nasdaq Global Select
RTN,7/12/22,Raytheon Company,Aerospace & Defense,Industrials,New York Stock Exchange
RTRX,7/12/22,Retrophin Inc.,Drug Manufacturers,Healthcare,NASDAQ Global Market
RTTR,7/12/22,Ritter Pharmaceuticals Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
RTW,7/12/22,RTW Retailwinds Inc.,Retail - Apparel & Specialty,Consumer Cyclical,New York Stock Exchange
RUBI,7/12/22,The Rubicon Project Inc.,Application Software,Technology,New York Stock Exchange
RUBY,7/12/22,Rubius Therapeutics Inc.,Biotechnology,Healthcare,Nasdaq Global Select
RUN,7/12/22,Sunrun Inc.,Semiconductors,Technology,Nasdaq Global Select
RUSHA,7/12/22,Rush Enterprises Inc. Class A Common Stock,Autos,Consumer Cyclical,Nasdaq Global Select
RUSHB,7/12/22,Rush Enterprises Inc. Class B Common Stock,Autos,Consumer Cyclical,Nasdaq Global Select
RUTH,7/12/22,Ruth's Hospitality Group Inc.,Restaurants,Consumer Cyclical,Nasdaq Global Select
RVEN,7/12/22,Reven Housing REIT Inc.,REITs,Real Estate,NASDAQ Capital Market
RVI,7/12/22,Retail Value Inc.,REITs,Real Estate,New York Stock Exchange
RVLT,7/12/22,Revolution Lighting Technologies Inc.,Computer Hardware,Technology,NASDAQ Capital Market
RVNC,7/12/22,Revance Therapeutics Inc.,Biotechnology,Healthcare,NASDAQ Global Market
RVP,7/12/22,Retractable Technologies Inc.,Medical Instruments & Equipment,Healthcare,NYSE American
RVSB,7/12/22,Riverview Bancorp Inc,Banks,Financial Services,Nasdaq Global Select
RVT,7/12/22,Royce Value Trust Inc.,Asset Management,Financial Services,New York Stock Exchange
RWGE,7/12/22,Regalwood Global Energy Ltd. Class A,Conglomerates,Industrials,New York Stock Exchange
RWLK,7/12/22,ReWalk Robotics Ltd,Medical Devices,Healthcare,NASDAQ Capital Market
RWT,7/12/22,Redwood Trust Inc.,REITs,Real Estate,New York Stock Exchange
RXN,7/12/22,Rexnord Corporation,Industrial Products,Industrials,New York Stock Exchange
RY,7/12/22,Royal Bank Of Canada,Banks,Financial Services,New York Stock Exchange
RYAAY,7/12/22,Ryanair Holdings plc American Depositary Shares each representing five Ordinary Shares,Airlines,Industrials,Nasdaq Global Select
RYAM,7/12/22,Rayonier Advanced Materials Inc.,Chemicals,Basic Materials,New York Stock Exchange
RYB,7/12/22,RYB Education Inc. American depositary shares each representing one Class A,Education,Consumer Defensive,New York Stock Exchange
RYI,7/12/22,Ryerson Holding Corporation,Industrial Products,Industrials,New York Stock Exchange
RYN,7/12/22,Rayonier Inc. REIT,Forest Products,Basic Materials,New York Stock Exchange
RYTM,7/12/22,Rhythm Pharmaceuticals Inc.,Biotechnology,Healthcare,NASDAQ Global Market
S,7/12/22,Sprint Corporation,Communication Services,Communication Services,New York Stock Exchange
SA,7/12/22,Seabridge Gold Inc. (Canada),Metals & Mining,Basic Materials,New York Stock Exchange
SABR,7/12/22,Sabre Corporation,Application Software,Technology,Nasdaq Global Select
SACH,7/12/22,Sachem Capital Corp.,REITs,Real Estate,NYSE American
SAEX,7/12/22,SAExploration Holdings Inc.,Oil & Gas - Services,Energy,NASDAQ Capital Market
SAFE,7/12/22,Safety Income & Growth Inc.,Real Estate Services,Real Estate,New York Stock Exchange
SAFM,7/12/22,Sanderson Farms Inc.,Consumer Packaged Goods,Consumer Defensive,Nasdaq Global Select
SAFT,7/12/22,Safety Insurance Group Inc.,Insurance - Property & Casualty,Financial Services,Nasdaq Global Select
SAGE,7/12/22,Sage Therapeutics Inc.,Biotechnology,Healthcare,NASDAQ Global Market
SAH,7/12/22,Sonic Automotive Inc.,Autos,Consumer Cyclical,New York Stock Exchange
SAIA,7/12/22,Saia Inc.,Transportation & Logistics,Industrials,Nasdaq Global Select
SAIC,7/12/22,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Application Software,Technology,New York Stock Exchange
SAIL,7/12/22,SailPoint Technologies Holdings Inc.,Application Software,Technology,New York Stock Exchange
SAL,7/12/22,Salisbury Bancorp Inc.,Banks,Financial Services,NASDAQ Capital Market
SALM,7/12/22,Salem Media Group Inc.,Entertainment,Consumer Cyclical,NASDAQ Global Market
SALT,7/12/22,Scorpio Bulkers Inc.,Transportation & Logistics,Industrials,New York Stock Exchange
SAM,7/12/22,Boston Beer Company Inc. (The),Beverages - Alcoholic,Consumer Defensive,New York Stock Exchange
SAMA,7/12/22,Schultze Special Purpose Acquisition Corp.,Conglomerates,Industrials,NASDAQ Capital Market
SAMG,7/12/22,Silvercrest Asset Management Group Inc.,Asset Management,Financial Services,NASDAQ Global Market
SAN,7/12/22,Banco Santander S.A. Sponsored ADR (Spain),Banks,Financial Services,New York Stock Exchange
SAND,7/12/22,Sandstorm Gold Ltd. (Canada),Metals & Mining,Basic Materials,NYSE American
SANM,7/12/22,Sanmina Corporation,Computer Hardware,Technology,Nasdaq Global Select
SANW,7/12/22,S&W Seed Company,Consumer Packaged Goods,Consumer Defensive,NASDAQ Capital Market
SAP,7/12/22,SAP SE ADS,Application Software,Technology,New York Stock Exchange
SAR,7/12/22,Saratoga Investment Corp New,Asset Management,Financial Services,New York Stock Exchange
SASR,7/12/22,Sandy Spring Bancorp Inc.,Banks,Financial Services,Nasdaq Global Select
SATS,7/12/22,EchoStar Corporation,Communication Equipment,Technology,Nasdaq Global Select
SAUC,7/12/22,Diversified Restaurant Holdings Inc.,Restaurants,Consumer Cyclical,NASDAQ Capital Market
SAVE,7/12/22,Spirit Airlines Inc.,Airlines,Industrials,New York Stock Exchange
SB,7/12/22,Safe Bulkers Inc ($0.001 par value),Transportation & Logistics,Industrials,New York Stock Exchange
SBAC,7/12/22,SBA Communications Corporation,Communication Services,Communication Services,Nasdaq Global Select
SBBP,7/12/22,Strongbridge Biopharma plc,Biotechnology,Healthcare,Nasdaq Global Select
SBBX,7/12/22,SB One Bancorp,Banks,Financial Services,NASDAQ Global Market
SBCF,7/12/22,Seacoast Banking Corporation of Florida,Banks,Financial Services,Nasdaq Global Select
SBFG,7/12/22,SB Financial Group Inc.,Banks,Financial Services,NASDAQ Capital Market
SBGI,7/12/22,Sinclair Broadcast Group Inc.,Entertainment,Consumer Cyclical,Nasdaq Global Select
SBGL,7/12/22,D/B/A Sibanye-Stillwater Limited American Depositary Shares (Each representing four),Metals & Mining,Basic Materials,New York Stock Exchange
SBH,7/12/22,Sally Beauty Holdings Inc. (Name to be changed from Holdings Inc.),Retail - Apparel & Specialty,Consumer Cyclical,New York Stock Exchange
SBI,7/12/22,Western Asset Intermediate Muni Fund Inc,Asset Management,Financial Services,New York Stock Exchange
SBLK,7/12/22,Star Bulk Carriers Corp.,Transportation & Logistics,Industrials,Nasdaq Global Select
SBNY,7/12/22,Signature Bank,Banks,Financial Services,Nasdaq Global Select
SBOT,7/12/22,Stellar Biotechnologies Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
SBOW,7/12/22,SilverBow Resorces Inc.,Oil & Gas - E&P,Energy,New York Stock Exchange
SBPH,7/12/22,Spring Bank Pharmaceuticals Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
SBR,7/12/22,Sabine Royalty Trust,Oil & Gas - Drilling,Energy,New York Stock Exchange
SBRA,7/12/22,Sabra Health Care REIT Inc.,REITs,Real Estate,Nasdaq Global Select
SBS,7/12/22,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250),Utilities - Regulated,Utilities,New York Stock Exchange
SBSI,7/12/22,Southside Bancshares Inc.,Banks,Financial Services,Nasdaq Global Select
SBT,7/12/22,Sterling Bancorp Inc.,Banks,Financial Services,NASDAQ Capital Market
SBUX,7/12/22,Starbucks Corporation,Restaurants,Consumer Cyclical,Nasdaq Global Select
SC,7/12/22,Santander Consumer USA Holdings Inc.,Banks,Financial Services,New York Stock Exchange
SCAC,7/12/22,Saban Capital Acquisition Corp.,Conglomerates,Industrials,NASDAQ Capital Market
SCCO,7/12/22,Southern Copper Corporation,Metals & Mining,Basic Materials,New York Stock Exchange
SCD,7/12/22,LMP Capital and Income Fund Inc.,Asset Management,Financial Services,New York Stock Exchange
SCHL,7/12/22,Scholastic Corporation,Publishing,Consumer Cyclical,Nasdaq Global Select
SCHN,7/12/22,Schnitzer Steel Industries Inc.,Steel,Basic Materials,Nasdaq Global Select
SCHW,7/12/22,Charles Schwab Corporation (The),Brokers & Exchanges,Financial Services,New York Stock Exchange
SCI,7/12/22,Service Corporation International,Personal Services,Consumer Cyclical,New York Stock Exchange
SCIN,7/12/22,Columbia India Small Cap,Asset Management,Financial Services,NYSE Arca
SCKT,7/12/22,Socket Mobile Inc.,Computer Hardware,Technology,NASDAQ Capital Market
SCL,7/12/22,Stepan Company,Chemicals,Basic Materials,New York Stock Exchange
SCM,7/12/22,Stellus Capital Investment Corporation,Asset Management,Financial Services,New York Stock Exchange
SCON,7/12/22,Superconductor Technologies Inc.,Semiconductors,Technology,NASDAQ Capital Market
SCOR,7/12/22,comScore Inc.,Business Services,Industrials,Nasdaq Global Select
SCPH,7/12/22,scPharmaceuticals Inc.,Biotechnology,Healthcare,Nasdaq Global Select
SCS,7/12/22,Steelcase Inc.,Industrial Products,Industrials,New York Stock Exchange
SCSC,7/12/22,ScanSource Inc.,Computer Hardware,Technology,Nasdaq Global Select
SCVL,7/12/22,Shoe Carnival Inc.,Retail - Apparel & Specialty,Consumer Cyclical,Nasdaq Global Select
SCWX,7/12/22,SecureWorks Corp.,Application Software,Technology,Nasdaq Global Select
SCX,7/12/22,L.S. Starrett Company (The),Industrial Products,Industrials,New York Stock Exchange
SCYX,7/12/22,SCYNEXIS Inc.,Drug Manufacturers,Healthcare,NASDAQ Global Market
SD,7/12/22,SandRidge Energy Inc.,Oil & Gas - E&P,Energy,New York Stock Exchange
SDI,7/12/22,Standard Diversified Inc. Class A,Tobacco Products,Consumer Defensive,NYSE American
SDLP,7/12/22,Seadrill Partners LLC Representing Limited Liability Company Interests,Oil & Gas - Drilling,Energy,New York Stock Exchange
SDPI,7/12/22,Superior Drilling Products Inc.,Oil & Gas - Services,Energy,NYSE American
SDR,7/12/22,SandRidge Mississippian Trust II representing Beneficial Interests,Oil & Gas - E&P,Energy,New York Stock Exchange
SDRL,7/12/22,Seadrill Limited,Oil & Gas - Drilling,Energy,New York Stock Exchange
SDT,7/12/22,SandRidge Mississippian Trust I of Beneficial Interest,Oil & Gas - E&P,Energy,New York Stock Exchange
SE,7/12/22,Sea Limited American Depositary Shares each representing one Class A,Application Software,Technology,New York Stock Exchange
SEAC,7/12/22,SeaChange International Inc.,Application Software,Technology,Nasdaq Global Select
SEAS,7/12/22,SeaWorld Entertainment Inc.,Travel & Leisure,Consumer Cyclical,New York Stock Exchange
SEB,7/12/22,Seaboard Corporation,Conglomerates,Industrials,NYSE American
SECO,7/12/22,Secoo Holding Limited,Retail - Apparel & Specialty,Consumer Cyclical,NASDAQ Global Market
SEDG,7/12/22,SolarEdge Technologies Inc.,Semiconductors,Technology,Nasdaq Global Select
SEE,7/12/22,Sealed Air Corporation,Packaging & Containers,Consumer Cyclical,New York Stock Exchange
SEED,7/12/22,Origin Agritech Limited,Consumer Packaged Goods,Consumer Defensive,Nasdaq Global Select
SEEL,7/12/22,Seelos Therapeutics Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
SEIC,7/12/22,SEI Investments Company,Asset Management,Financial Services,Nasdaq Global Select
SELB,7/12/22,Selecta Biosciences Inc.,Biotechnology,Healthcare,NASDAQ Global Market
SELF,7/12/22,Global Self Storage Inc.,REITs,Real Estate,NASDAQ Capital Market
SEM,7/12/22,Select Medical Holdings Corporation,Health Care Providers,Healthcare,New York Stock Exchange
SEMG,7/12/22,Semgroup Corporation Class A,Oil & Gas - Midstream,Energy,New York Stock Exchange
SENEA,7/12/22,Seneca Foods Corp. Class A Common Stock,Consumer Packaged Goods,Consumer Defensive,Nasdaq Global Select
SENEB,7/12/22,Seneca Foods Corp. Class B Common Stock,Consumer Packaged Goods,Consumer Defensive,Nasdaq Global Select
SENS,7/12/22,Senseonics Holdings Inc.,Medical Diagnostics & Research,Healthcare,NYSE American
SERV,7/12/22,ServiceMaster Global Holdings Inc.,Business Services,Industrials,New York Stock Exchange
SES,7/12/22,Synthesis Energy Systems Inc.,Oil & Gas - Services,Energy,NASDAQ Capital Market
SESN,7/12/22,Sesen Bio Inc.,Biotechnology,Healthcare,NASDAQ Global Market
SF,7/12/22,Stifel Financial Corporation,Brokers & Exchanges,Financial Services,New York Stock Exchange
SFBC,7/12/22,Sound Financial Bancorp Inc.,Banks,Financial Services,NASDAQ Capital Market
SFBS,7/12/22,ServisFirst Bancshares Inc.,Banks,Financial Services,Nasdaq Global Select
SFE,7/12/22,Safeguard Scientifics Inc.,Asset Management,Financial Services,New York Stock Exchange
SFET,7/12/22,Safe-T Group Ltd.,Application Software,Technology,NASDAQ Capital Market
SFIX,7/12/22,Stitch Fix Inc.,Retail - Apparel & Specialty,Consumer Cyclical,Nasdaq Global Select
SFL,7/12/22,Ship Finance International Limited,Transportation & Logistics,Industrials,New York Stock Exchange
SFLY,7/12/22,Shutterfly Inc.,Personal Services,Consumer Cyclical,Nasdaq Global Select
SFM,7/12/22,Sprouts Farmers Market Inc.,Retail - Defensive,Consumer Defensive,Nasdaq Global Select
SFNC,7/12/22,Simmons First National Corporation,Banks,Financial Services,Nasdaq Global Select
SFS,7/12/22,Smart & Final Stores Inc.,Retail - Defensive,Consumer Defensive,New York Stock Exchange
SFST,7/12/22,Southern First Bancshares Inc.,Banks,Financial Services,NASDAQ Global Market
SFUN,7/12/22,Fang Holdings Limited American Depositary Shares (Each representing Four Class A HK$1.00 par value),Online Media,Technology,New York Stock Exchange
SG,7/12/22,Sirius International Insurance Group Ltd.,Insurance - Property & Casualty,Financial Services,Nasdaq Global Select
SGA,7/12/22,Saga Communications Inc.,Entertainment,Consumer Cyclical,NASDAQ Global Market
SGB,7/12/22,Southwest Georgia Financial Corporation,Banks,Financial Services,NYSE American
SGBX,7/12/22,SG Blocks Inc.,Industrial Products,Industrials,NASDAQ Capital Market
SGC,7/12/22,Superior Group of Companies Inc.,Manufacturing - Apparel & Furniture,Consumer Cyclical,NASDAQ Global Market
SGEN,7/12/22,Seattle Genetics Inc.,Biotechnology,Healthcare,Nasdaq Global Select
SGH,7/12/22,SMART Global Holdings Inc.,Semiconductors,Technology,Nasdaq Global Select
SGLB,7/12/22,Sigma Labs Inc.,Application Software,Technology,NASDAQ Capital Market
SGMA,7/12/22,SigmaTron International Inc.,Computer Hardware,Technology,NASDAQ Capital Market
SGMO,7/12/22,Sangamo Therapeutics Inc.,Biotechnology,Healthcare,Nasdaq Global Select
SGMS,7/12/22,Scientific Games Corp,Travel & Leisure,Consumer Cyclical,Nasdaq Global Select
SGOC,7/12/22,SGOCO Group Ltd,Computer Hardware,Technology,NASDAQ Capital Market
SGRP,7/12/22,SPAR Group Inc.,Business Services,Industrials,NASDAQ Capital Market
SGRY,7/12/22,Surgery Partners Inc.,Health Care Providers,Healthcare,Nasdaq Global Select
SGU,7/12/22,Star Group L.P.,Oil & Gas - Midstream,Energy,New York Stock Exchange
SGYP,7/12/22,Synergy Pharmaceuticals Inc.,Drug Manufacturers,Healthcare,Nasdaq Global Select
SHAK,7/12/22,Shake Shack Inc. Class A,Restaurants,Consumer Cyclical,New York Stock Exchange
SHBI,7/12/22,Shore Bancshares Inc,Banks,Financial Services,Nasdaq Global Select
SHEN,7/12/22,Shenandoah Telecommunications Co,Communication Services,Communication Services,Nasdaq Global Select
SHG,7/12/22,Shinhan Financial Group Co Ltd American Depositary Shares,Banks,Financial Services,New York Stock Exchange
SHI,7/12/22,SINOPEC Shangai Petrochemical Company Ltd.,Oil & Gas - Refining & Marketing,Energy,New York Stock Exchange
SHIP,7/12/22,Seanergy Maritime Holdings Corp,Transportation & Logistics,Industrials,NASDAQ Capital Market
SHLO,7/12/22,Shiloh Industries Inc.,Industrial Products,Industrials,Nasdaq Global Select
SHLX,7/12/22,Shell Midstream Partners L.P. representing Limited Partner Interests,Oil & Gas - Midstream,Energy,New York Stock Exchange
SHO,7/12/22,Sunstone Hotel Investors Inc.,REITs,Real Estate,New York Stock Exchange
SHOO,7/12/22,Steven Madden Ltd.,Manufacturing - Apparel & Furniture,Consumer Cyclical,Nasdaq Global Select
SHOP,7/12/22,Shopify Inc. Class A Subordinate,Application Software,Technology,New York Stock Exchange
SHOS,7/12/22,Sears Hometown and Outlet Stores Inc.,Retail - Apparel & Specialty,Consumer Cyclical,NASDAQ Capital Market
SHSP,7/12/22,SharpSpring Inc.,Advertising & Marketing Services,Consumer Cyclical,NASDAQ Capital Market
SHW,7/12/22,Sherwin-Williams Company (The),Chemicals,Basic Materials,New York Stock Exchange
SIBN,7/12/22,SI-BONE Inc.,Medical Devices,Healthcare,NASDAQ Global Market
SIC,7/12/22,Select Interior Concepts Inc.,Homebuilding & Construction,Consumer Cyclical,NASDAQ Capital Market
SID,7/12/22,Companhia Siderurgica Nacional S.A.,Steel,Basic Materials,New York Stock Exchange
SIEB,7/12/22,Siebert Financial Corp.,Brokers & Exchanges,Financial Services,NASDAQ Capital Market
SIEN,7/12/22,Sientra Inc.,Medical Instruments & Equipment,Healthcare,Nasdaq Global Select
SIF,7/12/22,SIFCO Industries Inc.,Industrial Products,Industrials,NYSE American
SIFI,7/12/22,SI Financial Group Inc.,Banks,Financial Services,NASDAQ Global Market
SIFY,7/12/22,Sify Technologies Limited,Communication Services,Communication Services,NASDAQ Capital Market
SIG,7/12/22,Signet Jewelers Limited,Retail - Apparel & Specialty,Consumer Cyclical,New York Stock Exchange
SIGA,7/12/22,SIGA Technologies Inc.,Biotechnology,Healthcare,NASDAQ Global Market
SIGI,7/12/22,Selective Insurance Group Inc.,Insurance - Property & Casualty,Financial Services,Nasdaq Global Select
SILC,7/12/22,Silicom Ltd,Communication Equipment,Technology,Nasdaq Global Select
SILV,7/12/22,SilverCrest Metals Inc.,Metals & Mining,Basic Materials,NYSE American
SIM,7/12/22,Grupo Simec S.A.B. de C.V. American Depositary Shares,Steel,Basic Materials,NYSE American
SIMO,7/12/22,Silicon Motion Technology Corporation,Semiconductors,Technology,Nasdaq Global Select
SINA,7/12/22,Sina Corporation,Online Media,Technology,Nasdaq Global Select
SINO,7/12/22,Sino-Global Shipping America Ltd.,Transportation & Logistics,Industrials,NASDAQ Capital Market
SINT,7/12/22,SiNtx Technologies Inc.,Medical Devices,Healthcare,NASDAQ Capital Market
SIRI,7/12/22,Sirius XM Holdings Inc.,Entertainment,Consumer Cyclical,Nasdaq Global Select
SITC,7/12/22,SITE Centers Corp.,REITs,Real Estate,New York Stock Exchange
SITE,7/12/22,SiteOne Landscape Supply Inc.,Industrial Distribution,Industrials,New York Stock Exchange
SITO,7/12/22,SITO Mobile Ltd.,Communication Services,Communication Services,NASDAQ Capital Market
SIVB,7/12/22,SVB Financial Group,Banks,Financial Services,Nasdaq Global Select
SIX,7/12/22,Six Flags Entertainment Corporation,Travel & Leisure,Consumer Cyclical,New York Stock Exchange
SJI,7/12/22,South Jersey Industries Inc.,Utilities - Regulated,Utilities,New York Stock Exchange
SJM,7/12/22,J.M. Smucker Company (The),Consumer Packaged Goods,Consumer Defensive,New York Stock Exchange
SJR,7/12/22,Shaw Communications Inc.,Communication Services,Communication Services,New York Stock Exchange
SJT,7/12/22,San Juan Basin Royalty Trust,Oil & Gas - E&P,Energy,New York Stock Exchange
SJW,7/12/22,SJW Group (DE),Utilities - Regulated,Utilities,New York Stock Exchange
SKIS,7/12/22,Peak Resorts Inc.,Travel & Leisure,Consumer Cyclical,NASDAQ Global Market
SKM,7/12/22,SK Telecom Co. Ltd.,Communication Services,Communication Services,New York Stock Exchange
SKT,7/12/22,Tanger Factory Outlet Centers Inc.,REITs,Real Estate,New York Stock Exchange
SKX,7/12/22,Skechers U.S.A. Inc.,Manufacturing - Apparel & Furniture,Consumer Cyclical,New York Stock Exchange
SKY,7/12/22,Skyline Champion Corporation,Homebuilding & Construction,Consumer Cyclical,New York Stock Exchange
SKYS,7/12/22,Sky Solar Holdings Ltd.,Utilities - Independent Power Producers,Utilities,NASDAQ Capital Market
SKYW,7/12/22,SkyWest Inc.,Airlines,Industrials,Nasdaq Global Select
SLAB,7/12/22,Silicon Laboratories Inc.,Semiconductors,Technology,Nasdaq Global Select
SLB,7/12/22,Schlumberger N.V.,Oil & Gas - Services,Energy,New York Stock Exchange
SLCA,7/12/22,U.S. Silica Holdings Inc.,Metals & Mining,Basic Materials,New York Stock Exchange
SLCT,7/12/22,Select Bancorp Inc.,Banks,Financial Services,NASDAQ Global Market
SLDB,7/12/22,Solid Biosciences Inc.,Drug Manufacturers,Healthcare,Nasdaq Global Select
SLF,7/12/22,Sun Life Financial Inc.,Insurance,Financial Services,New York Stock Exchange
SLG,7/12/22,SL Green Realty Corp,REITs,Real Estate,New York Stock Exchange
SLGL,7/12/22,Sol-Gel Technologies Ltd.,Biotechnology,Healthcare,NASDAQ Global Market
SLGN,7/12/22,Silgan Holdings Inc.,Packaging & Containers,Consumer Cyclical,Nasdaq Global Select
SLM,7/12/22,SLM Corporation,Credit Services,Financial Services,Nasdaq Global Select
SLNO,7/12/22,Soleno Therapeutics Inc.,Medical Diagnostics & Research,Healthcare,NASDAQ Capital Market
SLP,7/12/22,Simulations Plus Inc.,Application Software,Technology,NASDAQ Capital Market
SLRC,7/12/22,Solar Capital Ltd.,Asset Management,Financial Services,Nasdaq Global Select
SLS,7/12/22,SELLAS Life Sciences Group Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
SM,7/12/22,SM Energy Company,Oil & Gas - E&P,Energy,New York Stock Exchange
SMAR,7/12/22,Smartsheet Inc. Class A,Application Software,Technology,New York Stock Exchange
SMBC,7/12/22,Southern Missouri Bancorp Inc.,Banks,Financial Services,NASDAQ Global Market
SMBK,7/12/22,SmartFinancial Inc.,Banks,Financial Services,NASDAQ Capital Market
SMED,7/12/22,Sharps Compliance Corp.,Waste Management,Industrials,NASDAQ Capital Market
SMFG,7/12/22,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Banks,Financial Services,New York Stock Exchange
SMG,7/12/22,Scotts Miracle-Gro Company (The),Agriculture,Basic Materials,New York Stock Exchange
SMHI,7/12/22,SEACOR Marine Holdings Inc.,Transportation & Logistics,Industrials,New York Stock Exchange
SMI,7/12/22,Semiconductor Manufacturing International Corporation ADR,Semiconductors,Technology,New York Stock Exchange
SMIT,7/12/22,Schmitt Industries Inc.,Computer Hardware,Technology,NASDAQ Capital Market
SMLP,7/12/22,Summit Midstream Partners LP Representing Limited Partner Interests,Oil & Gas - Midstream,Energy,New York Stock Exchange
SMM,7/12/22,Salient Midstream of Beneficial Interest,Asset Management,Financial Services,New York Stock Exchange
SMMF,7/12/22,Summit Financial Group Inc.,Banks,Financial Services,NASDAQ Capital Market
SMMT,7/12/22,Summit Therapeutics plc,Drug Manufacturers,Healthcare,NASDAQ Global Market
SMP,7/12/22,Standard Motor Products Inc.,Autos,Consumer Cyclical,New York Stock Exchange
SMPL,7/12/22,The Simply Good Foods Company,Consumer Packaged Goods,Consumer Defensive,NASDAQ Capital Market
SMRT,7/12/22,Stein Mart Inc.,Retail - Apparel & Specialty,Consumer Cyclical,Nasdaq Global Select
SMSI,7/12/22,Smith Micro Software Inc.,Application Software,Technology,NASDAQ Capital Market
SMTA,7/12/22,Spirit MTA REIT of Beneficial Interest,REITs,Real Estate,New York Stock Exchange
SMTC,7/12/22,Semtech Corporation,Semiconductors,Technology,Nasdaq Global Select
SMTS,7/12/22,Sierra Metals Inc.,Metals & Mining,Basic Materials,NYSE American
SMTX,7/12/22,SMTC Corporation,Computer Hardware,Technology,NASDAQ Global Market
SN,7/12/22,Sanchez Energy Corporation,Oil & Gas - E&P,Energy,New York Stock Exchange
SNA,7/12/22,Snap-On Incorporated,Industrial Products,Industrials,New York Stock Exchange
SNAP,7/12/22,Snap Inc. Class A,Online Media,Technology,New York Stock Exchange
SNBR,7/12/22,Sleep Number Corporation,Manufacturing - Apparel & Furniture,Consumer Cyclical,Nasdaq Global Select
SNCR,7/12/22,Synchronoss Technologies Inc.,Application Software,Technology,Nasdaq Global Select
SND,7/12/22,Smart Sand Inc.,Metals & Mining,Basic Materials,Nasdaq Global Select
SNDE,7/12/22,Sundance Energy Australia Limited,Oil & Gas - E&P,Energy,NASDAQ Global Market
SNDR,7/12/22,Schneider National Inc.,Transportation & Logistics,Industrials,New York Stock Exchange
SNDX,7/12/22,Syndax Pharmaceuticals Inc.,Biotechnology,Healthcare,Nasdaq Global Select
SNE,7/12/22,Sony Corporation,Computer Hardware,Technology,New York Stock Exchange
SNES,7/12/22,SenesTech Inc.,Agriculture,Basic Materials,NASDAQ Capital Market
SNFCA,7/12/22,Security National Financial Corporation Class A Common Stock,Credit Services,Financial Services,NASDAQ Global Market
SNGX,7/12/22,Soligenix Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
SNH,7/12/22,Senior Housing Properties Trust,REITs,Real Estate,Nasdaq Global Select
SNHY,7/12/22,Sun Hydraulics Corporation,Industrial Products,Industrials,Nasdaq Global Select
SNMP,7/12/22,Sanchez Midstream Partners LP,Oil & Gas - Midstream,Energy,NYSE American
SNN,7/12/22,Smith & Nephew SNATS Inc.,Medical Devices,Healthcare,New York Stock Exchange
SNNA,7/12/22,Sienna Biopharmaceuticals Inc.,Biotechnology,Healthcare,Nasdaq Global Select
SNOA,7/12/22,Sonoma Pharmaceuticals Inc.,Drug Manufacturers,Healthcare,NASDAQ Capital Market
SNP,7/12/22,China Petroleum & Chemical Corporation,Oil & Gas - Integrated,Energy,New York Stock Exchange
SNPS,7/12/22,Synopsys Inc.,Application Software,Technology,Nasdaq Global Select
SNR,7/12/22,New Senior Investment Group Inc.,REITs,Real Estate,New York Stock Exchange
SNSS,7/12/22,Sunesis Pharmaceuticals Inc.,Biotechnology,Healthcare,NASDAQ Capital Market
SNV,7/12/22,Synovus Financial Corp.,Banks,Financial Services,New York Stock Exchange
SNX,7/12/22,Synnex Corporation,Business Services,Industrials,New York Stock Exchange
SNY,7/12/22,Sanofi,Drug Manufacturers,Healthcare,Nasdaq Global Select
SO,7/12/22,Southern Company (The),Utilities - Regulated,Utilities,New York Stock Exchange
SOGO,7/12/22,Sogou Inc. American Depositary Shares each representing one Class A,Online Media,Technology,New York Stock Exchange
SOHO,7/12/22,Sotherly Hotels Inc.,REITs,Real Estate,NASDAQ Global Market
SOHU,7/12/22,Sohu.com Limited,Online Media,Technology,Nasdaq Global Select
SOI,7/12/22,Solaris Oilfield Infrastructure Inc. Class A,Oil & Gas - Services,Energy,New York Stock Exchange
SOL,7/12/22,Renesola Ltd. ADR,Semiconductors,Technology,New York Stock Exchange
SOLO,7/12/22,Electrameccanica Vehicles Corp. Ltd.,Autos,Consumer Cyclical,NASDAQ Capital Market
SON,7/12/22,Sonoco Products Company,Packaging & Containers,Consumer Cyclical,New York Stock Exchange
SONA,7/12/22,Southern National Bancorp of Virginia Inc.,Banks,Financial Services,NASDAQ Global Market
SONO,7/12/22,Sonos Inc.,Computer Hardware,Technology,Nasdaq Global Select
SOR,7/12/22,Source Capital Inc.,Asset Management,Financial Services,New York Stock Exchange
SORL,7/12/22,SORL Auto Parts Inc.,Autos,Consumer Cyclical,NASDAQ Global Market
SP,7/12/22,SP Plus Corporation,Business Services,Industrials,Nasdaq Global Select
SPA,7/12/22,Sparton Corporation,Computer Hardware,Technology,New York Stock Exchange
